customer_id,age,gender,income,region
p6eJ2ILDYXiN,37,M,36000,West
QJZ9tCD4hfdU,55,F,205000,South
fEnkv1ksd6HS,24,F,2e+05,South
fiXysH6yNALt,33,F,115000,West
E5F86bWoQa9I,54,M,54000,Midwest
NZ7wIX5ZiT4D,31,Other,67000,Northeast
eNVjCEzV2zHm,20,F,58000,West
J4EpXhOWvzAv,58,F,35000,Northeast
CW8YaFEHgLad,33,F,77000,West
AgWT7Idoc2vw,28,M,69000,South
lZLLxE2PU3GT,65,M,46000,South
OWDUKZBFeux1,55,M,43000,South
vvg7FzcBtIqq,49,F,71000,West
yPB6agWOoLXy,34,F,79000,Northeast
NTfBGfRYVMQP,24,F,160000,Northeast
gLO8QIR7YeHO,64,F,27000,Northeast
lIutt6NiDBgS,30,M,35000,Midwest
twqyA9WeJCYt,48,F,57000,South
0zvRYx7Nz05U,55,M,208000,West
rZfhrhbu5hC4,41,F,227000,West
6TxBzMS6LO39,34,F,55000,Midwest
E3tGpw43r9rV,48,M,57000,Midwest
xRY41nD6dUjM,26,M,65000,South
ZEKw1nnAme65,62,M,328000,Northeast
ZbM4NsnRTnkL,31,F,66000,Northeast
lNJ2wWjRrV3C,33,M,23000,South
NbfCVryzPVMi,45,F,113000,Northeast
CptgQHjPvSmC,52,M,68000,South
8S4cEdM780GV,43,M,56000,South
1ZAHPLkftuhc,65,M,32000,West
M4fZSMZX3RIM,37,F,60000,West
AzEZAv8LNDdh,57,M,71000,West
zCq9FbAdDNFx,50,F,63000,West
wMhhAufaSHED,32,F,146000,Midwest
LeMBgZjMFZmH,59,F,22000,West
Udyutw00HICg,47,F,72000,Northeast
AKh6Ir20kqJS,22,F,57000,South
CzOAisvqSXhz,33,M,65000,South
XuGwMhRhkBSP,24,F,38000,West
bksF69osqhOg,29,M,18000,West
gKjTt3COZvKs,59,F,52000,Midwest
sFDegORUUoqb,20,F,15000,South
WAOsMydaQndI,47,F,266000,Midwest
Sl3IyrIjz6rW,54,M,65000,Midwest
OukAc0unJWC9,44,F,77000,South
NXIIMeDeIPBs,34,F,20000,Northeast
5p2rrTCGdTGE,41,F,66000,Midwest
OzsqSuULVW1j,27,F,206000,Northeast
ek7fC6qIkuGg,56,M,139000,West
QiejGmsEDUQT,20,F,70000,Northeast
P4AJomzQJLF5,21,F,15000,Northeast
UpTBN4PvBwsi,58,M,15000,West
iBu8yRCh2QQm,47,M,35000,Northeast
A1uNA9WgwbPx,43,F,63000,South
UxcAJwZc4PUN,34,M,75000,West
yh9vtkP3AfsO,46,F,61000,South
78GS0udpf2SS,29,M,186000,Midwest
9CkWrt7cX1k5,34,M,50000,West
mKGjA9i0mG2p,43,M,33000,West
LqzbqIUGMLcQ,40,M,28000,Midwest
aZEOd2LwZieN,65,F,21000,Midwest
oXAwC7Jd5jIe,48,F,105000,Northeast
P6InJN7r7OMf,44,F,192000,Northeast
eEnOEcsRzIeb,34,F,28000,Midwest
mWpPHnZx86fY,21,F,21000,Northeast
o3FD1V1ctatw,58,M,60000,South
5HplQjV9smax,60,M,15000,West
jzOghwrBRDkb,58,F,72000,West
vCkV2WMCWad2,26,F,32000,West
8zhC3awm3TBJ,60,M,193000,Northeast
FMX06iiHvy4f,18,M,18000,South
J76PoMU9Ixxy,40,F,45000,Midwest
esywLM1Xeim5,49,M,73000,Northeast
DOHZfCkGjUl3,38,M,16000,West
np5JQw6dub4V,65,F,22000,South
d4P854nqdfs4,50,F,230000,West
AIVYdKnwFJuQ,46,F,53000,Northeast
b04hFUvcODnW,21,M,53000,Northeast
czGt4ZZoMzW5,32,M,79000,West
ODbaAUGqA6dj,23,F,68000,Midwest
PsT7hcb0Wa9F,30,F,25000,West
PUQqyC7IN1CA,25,F,71000,Midwest
8qXGNkdckNZh,56,F,76000,Northeast
aMPSlDjj64XP,24,F,94000,Northeast
V9lnbfrtO3BH,52,F,15000,Midwest
kcMMX7JpBI3l,25,F,56000,South
SlBvl6s3lgWH,19,M,35000,Midwest
ch3eHvX6Iaqk,18,F,82000,Midwest
hypTEbRnUtWO,58,F,138000,South
VQN61adZjfzF,64,F,154000,Northeast
ilqbDbxP2O9R,63,M,17000,South
SuIki2h1ztNi,24,M,86000,West
2ztG0Bl902Cf,30,M,171000,Northeast
4sJ8Vo2gZQvf,58,F,80000,Midwest
iUOugzLTCdEJ,48,F,203000,Northeast
FjJzN8JEK150,38,F,41000,Midwest
9VSOQ9fqQFgh,37,M,31000,West
A6BFhIpwnc6m,45,F,40000,Northeast
iTqX2jcHRhoJ,29,M,79000,Midwest
f0lS67mIW3Mh,50,M,38000,Northeast
eDXtzoUswojk,35,F,56000,Midwest
jUgnKwpLXxVG,61,F,34000,Midwest
KWfnhWv7uR8m,60,F,41000,Northeast
YiLqdBWeUWsX,27,Other,76000,West
cbSMweX9PqSu,58,F,15000,Midwest
p3RQqkQGEZ4U,27,M,52000,Midwest
Tsn9YMBzcsiw,61,F,16000,Midwest
tPBsJreipslE,25,M,45000,Northeast
FXbQE3tlDY0p,20,F,86000,Midwest
ykMwiJSODf7C,32,M,90000,Northeast
uMv6lfr12c0c,23,F,74000,Midwest
UqAq1EiKwlOo,18,F,230000,Midwest
aKEZrOv2zeEt,32,F,86000,Midwest
qYIy1zbiSkxe,25,F,67000,West
mzShUmm6Nspk,52,F,46000,West
6Udm1iPIKQCO,45,F,82000,West
nh2Bmx3aotBk,24,F,34000,South
cfDD6QZOgPDD,30,M,105000,Midwest
uO6Mu5wv3E8I,60,M,90000,West
NaHHNMUIIqRG,44,M,23000,Midwest
AzVfnKis8lbg,61,F,21000,Northeast
M5FDOrDz8T7I,61,M,95000,Northeast
Tljv4FY55mGi,42,M,64000,Northeast
IbPa0aNEvjI4,53,M,15000,South
t6WJWMDPfreJ,34,M,15000,Midwest
asTxee5j5DyC,54,M,219000,West
IEHricRzclYz,27,M,27000,West
xfOb0KKxH9by,46,M,37000,Midwest
B1NqUe5IYwIU,59,F,15000,South
OInByShpf2RK,25,M,15000,South
z8bz59enSoQB,50,M,15000,West
YMkFDaUaQ4PC,20,M,15000,West
lEhsctdNasyH,58,M,15000,Midwest
IDt9ZSN5n1l1,37,M,88000,South
MEAHTVa6NmUI,59,F,15000,South
0Sgcf45GD7Y4,28,M,79000,Northeast
mTnNnElPBefh,51,F,64000,Northeast
Ybye5nLsGQ5T,59,M,21000,Midwest
HdSeUO6T8ixE,54,M,70000,Northeast
MdGL2NTsMFrt,43,F,73000,South
lr3HxIpnkyBx,58,F,19000,South
0WcMrG9oOSuI,29,M,24000,Northeast
ouYGZbfk44QF,33,F,20000,Midwest
hDjWkzIiiNxM,23,M,86000,West
1SbAELvLz46n,42,F,33000,Midwest
StGVPLLgdyTN,46,M,31000,Midwest
nGPuAosKkbha,59,M,124000,Midwest
mSyPo9ygm8BX,34,F,34000,South
uztYGc6IQ2xi,48,M,65000,Northeast
bib5xlJ4mmG2,18,F,39000,Northeast
HzeeWE6sbXDC,25,M,52000,West
e24aO2WXNAcb,28,M,57000,Midwest
bp6skgVX25sv,57,M,27000,West
6p9pIY9e3idy,56,F,29000,Northeast
sl6BI7RnuuaD,38,F,105000,Midwest
NjswAIFveBC1,63,M,98000,West
igQCvBuBp1cf,28,M,15000,South
sBeSgaGWDNh4,18,F,25000,Northeast
8UezHxZyRlnr,54,M,74000,South
JfqCxfHZnkHw,62,M,31000,Midwest
1oDCiYbW8FqN,30,F,76000,Northeast
q2hQKi4LeqMU,61,F,22000,Northeast
3UD6jvtKMvlg,59,M,17000,Midwest
5DmLxlqn7bxj,52,M,18000,West
Dej3C5DKJdvQ,60,F,199000,West
fVGHX41ze0GG,44,M,54000,Northeast
1giegkwsO9aX,46,F,105000,South
UPDFX4jk0XPh,54,M,17000,West
sp1BVuII6BFT,31,M,52000,South
de2fbaiEf05x,53,F,64000,South
4g0o6gpzx97R,24,M,25000,West
QeCrPKJ8wcZ1,55,F,157000,Midwest
xMLwOKKPlWXO,65,F,202000,West
kZdeD7aRRXwS,41,F,32000,West
WvNdYjf0TQK2,44,F,63000,South
7EFZCrPsH2FQ,27,F,228000,Midwest
KNH6ackw1GHE,21,M,129000,Midwest
K05N5VGJpJ0k,34,M,23000,South
CzJB7PYKnRl5,26,F,22000,Northeast
LfJCq4ImkJ8i,49,F,23000,Northeast
6XiGOPn5gRdy,20,F,22000,Midwest
D7f3Hh9WDMRL,29,M,68000,South
SeWUujtQMJT8,54,M,15000,South
7Oplfg2QwxfW,30,M,56000,West
2mgM4LZDafgk,56,F,70000,South
X0fAfMwnZwd1,38,M,16000,Northeast
xLptEZZ3bN9R,55,M,92000,West
a6KDRR89D3o4,46,M,20000,Northeast
pBvdWG3KG8nb,27,Other,15000,South
DzesEPtdbbVE,58,F,221000,South
HMEfWUNUEc4r,61,F,42000,South
1BvEzQjegfsO,60,M,35000,Midwest
YiI8cQOD80Ao,27,F,26000,West
jqXnnI9jFZJS,41,M,186000,South
csv839BIvsK0,37,Other,145000,Midwest
A44uF7JSRAw4,50,M,85000,Northeast
56mcQNGJykDu,62,F,15000,Midwest
MMGuQQAlpRyC,20,F,86000,Northeast
RYRYft94cWKP,42,F,64000,South
34hVriOH1N85,19,F,68000,Northeast
hPGrhTp0q4QF,54,F,34000,South
0RI486cbla2x,52,F,38000,Northeast
OFRzLilCkvYQ,34,F,26000,South
r9SZI8ICsCcW,59,F,334000,West
bwkjKMxvRI7A,47,F,51000,Northeast
JIMUAO4WDQ1H,34,F,15000,Northeast
qV4XA0oFJ8EM,35,M,15000,Midwest
ej0BjBP1njRR,32,F,15000,Midwest
rSXzMey84Q62,51,F,15000,Midwest
q136t6bp8l4u,48,M,17000,Northeast
HmPgrjMmTQIJ,21,M,61000,West
eFwzvHn1BSYP,23,M,19000,Northeast
8aAhDtbdq9b7,53,M,145000,Midwest
14sN19r85ODb,32,F,304000,Midwest
E4ZZqicEYbQv,61,M,26000,West
AawXuLn5HA72,22,F,28000,South
7kVLrv3QPDVs,42,F,92000,Northeast
ku7LMiJal53N,43,F,136000,West
YEHPE7SmyqwQ,63,M,15000,Midwest
QcExsKvZaJKe,47,F,35000,Northeast
jKIXlKXjCaRz,53,F,26000,Midwest
97pV5WKwEo99,28,F,32000,West
0GR61iklaih0,57,F,81000,West
jsnkUkycGpeX,60,F,29000,Midwest
otxaoB6i943E,21,F,96000,Midwest
txwv7I9b3BUe,64,M,15000,West
mOWUJ3bdNdti,18,F,15000,West
tsZ7Wgz4sbxo,18,F,32000,Midwest
bZbOpXHDuovt,55,F,192000,Midwest
rBzwT4eRNuOI,51,F,35000,Northeast
tuSAMErkwg5C,31,M,75000,South
TskeC6do6J2H,26,F,207000,Northeast
ltqSKFv6UFsL,35,M,69000,West
WClBg9JlVLnc,41,M,31000,Midwest
IomGCIsSmFB0,48,M,27000,South
CHOuUDBaBaX2,18,M,169000,Northeast
eFLdWbdIDYxs,31,M,15000,South
VbymnjJP3UpK,55,F,64000,West
bQAJPXdgUOlw,23,F,16000,Northeast
JZOtfSJ3nJpo,22,F,70000,South
JFz6CcOWBYLG,49,M,46000,Northeast
UwJYVScBy80g,32,M,25000,Northeast
pVH67zEzenWE,63,M,48000,West
KMcUBOTpmR5Q,22,M,55000,Midwest
fJyPmbRhcbrb,53,M,15000,Midwest
cOkxoVCcEH9w,64,M,17000,South
NmnfNU3bVxlv,61,M,74000,Midwest
oUE6BXUMZA3r,40,M,15000,West
RUKaelLa7XYw,29,F,55000,West
6elVQt6ryt6M,54,M,17000,West
UorBMAwE9uyM,52,F,68000,Northeast
ShXl2ppIM1wo,49,F,146000,Northeast
yRgtQHAInzHu,57,M,31000,South
J65VhvjORk7u,36,F,73000,Midwest
q7aVlIPzQnMY,64,M,26000,Midwest
tOAcUQU9AmUz,57,F,45000,South
MkMjV3YS6t7P,39,M,251000,Northeast
iZ0jIR2LnLxz,50,F,202000,Northeast
NW2S8InrvKov,26,F,261000,Midwest
B2yd3fCsICDT,63,F,180000,Northeast
xIZk3y2IDxDa,35,M,22000,South
7YD13ARNppdb,50,M,60000,South
5zSJuMh3zkB1,39,F,74000,Midwest
HlG26pml6Bgi,18,F,135000,West
xSKafyvvnDYT,28,M,66000,West
vwDPwzCjP78F,42,F,36000,Northeast
UdXHuzfqMHgG,62,M,57000,Midwest
8YXQfD99x67r,22,M,60000,South
JEfZ8NEaHiJM,27,F,77000,Midwest
r3VcyOosMJvK,39,M,203000,Midwest
cHJ62WX1ezZX,23,M,63000,West
uz0PPuuuZegn,62,M,23000,Midwest
s7CfJMJ48GRW,62,M,103000,West
Xv2LbbWEMPss,49,F,24000,West
B2PJatVSetMF,35,F,45000,Northeast
0JaEmRgoD7Fy,46,F,128000,Midwest
9N90MuC7RGEh,42,F,58000,Midwest
gogF4n0BVOSX,26,M,53000,Midwest
k1EwsiCXbfWg,40,M,122000,South
Lduo2Qdc8kiu,42,M,65000,South
FjCsGyBgcfaY,32,M,48000,Northeast
DchsZROod84v,57,F,66000,South
ODkSXatWRjBk,23,F,107000,West
5YdteSTYRulZ,60,F,104000,South
4UgUY0FLI1LF,65,M,18000,Northeast
05JVw66inTvT,37,F,33000,Northeast
6yfWof8QIh1D,36,F,75000,Midwest
sWlOivJyPONN,60,M,61000,Northeast
7IsAteRqpcDd,24,F,23000,South
t6FzRG2TswRl,49,F,109000,West
K2IF3U87NLUh,59,M,64000,Northeast
5np1lTzJ2qyo,36,F,177000,South
XdPETLgHIjYb,53,M,69000,Northeast
E0g1zytujlQS,43,F,22000,Midwest
j5S6jBYbRuP5,37,M,69000,South
gCara64hYkd4,48,M,58000,Northeast
EEkQDiRVqvlN,22,M,124000,West
ddrjEdzXSBWT,58,F,15000,Northeast
J6tANZEj6Wn7,38,F,104000,Midwest
ybiHRB7gBlGP,56,F,86000,West
IJNGl5MJjWJN,56,M,247000,Midwest
nkzcZZiqTm7l,38,F,47000,West
XzNj7uiUQ6R8,52,F,20000,South
RqzPaHogS3LF,58,F,63000,Northeast
DTmDi2plqCfM,57,M,222000,Northeast
NpNs095O91nT,52,F,86000,Northeast
QZ9tyDBqgNe0,35,M,74000,South
HOBULO39dtyC,19,F,90000,West
zD6IGQcjECgO,58,M,52000,Northeast
7M5DMbdJydYj,23,F,15000,West
TfFd7YnhzAhr,33,F,115000,Midwest
tT558tmCsIze,51,M,15000,Northeast
SqSFp5KnETTO,50,F,41000,West
gqTreaw2T5hu,31,M,26000,Midwest
SuQi5ZITZOTf,48,M,70000,Northeast
wHtUFSliDW7v,29,M,21000,West
Jo8h4laCywJL,49,M,30000,Northeast
PT0PzWkrknW5,44,F,22000,South
HRGS6IPhveZf,63,M,25000,South
7VIQ1q7pZj36,37,M,22000,Midwest
DD6ILAdaVWGU,18,F,113000,South
CcYJJO73mIlw,54,F,60000,Midwest
MjU11YGArGnM,43,M,28000,Northeast
WtYPHEVpi2gX,40,M,147000,Midwest
LR2V8d3IjNGz,58,M,27000,South
DbTKOIE689CY,34,M,59000,West
kk41VZuup6OG,21,F,67000,Northeast
aOWphBoCfaYA,65,F,198000,Midwest
jraknGb7cL9O,19,F,66000,Midwest
8Fs6Eylt4gkY,47,F,72000,Midwest
pW98loVFC2bp,36,F,15000,West
TOAIqcuDuFLm,55,M,30000,Midwest
JDAO5G3uQrSG,43,F,15000,South
zM6gPzOXZ3wN,44,M,135000,Midwest
FcUGmPnhxoR4,26,F,31000,Midwest
h6kKQ9Esl3vV,22,M,93000,West
ANNjUt5ASBiM,37,M,55000,South
Kiq7MjuWL5dN,43,M,74000,Midwest
Jhb2KUr56UnT,61,M,162000,Northeast
tgUdpF9lRkjo,46,M,17000,Northeast
g954evHsh8o2,51,F,162000,West
AoF3GmLC5rs9,25,M,288000,Northeast
WTOhHBehuqgd,58,F,141000,West
Ya4GVzPH3BDd,37,M,15000,South
jF1hXGtjibSY,33,M,15000,Midwest
xV6cvW65LyaX,45,M,15000,Midwest
QLtE0qtiqIag,40,F,15000,West
UTOhExgFbgii,61,M,29000,Northeast
4mvTQBn1qXx0,49,F,67000,West
7qAmaZltdw8j,29,F,48000,South
popx1dhP42Nu,43,M,129000,South
qt2yKkTRlio9,32,F,252000,Midwest
3QCLxa0uEV00,25,M,28000,Northeast
mfTVNDNIz0Cd,55,F,15000,West
eTK76y4SV59i,57,M,15000,South
7dswvZmKQWTl,40,M,54000,Midwest
gddH5sPa0qxg,53,F,42000,Northeast
AGC8hnqod89D,35,F,97000,Northeast
nRglsQCrSeIz,49,F,76000,West
uqJRnajYUtVo,29,M,15000,Northeast
IwjfCLjsLSjs,27,M,28000,South
lCHllkoTsf2c,50,F,34000,Midwest
Hg2zzxUm2sg3,54,M,32000,Northeast
30bBfytUypPt,57,F,15000,South
cslyVk8HdbJK,21,F,38000,Northeast
77mwDvLyNS6e,40,M,373000,Midwest
2x6j3mBCpaXZ,49,M,15000,Northeast
mdSJUojmSkZ9,21,F,47000,South
OQv36v66j1Tf,53,F,23000,Northeast
Ikei2buDKCue,52,M,15000,West
1o7trUw5ieob,59,F,75000,Northeast
9zyepaduGg4e,56,F,68000,West
b0DSTqW9C61V,24,M,15000,Midwest
56XlcUdKevvo,33,F,65000,South
NdwIYlrlC69R,64,M,105000,South
Y1m2K9Ni0bZV,42,M,35000,South
jtegfuzxCgxv,34,M,27000,West
9PNqJa4biZq7,50,F,15000,South
BAOrtWcXEoCH,49,M,40000,Northeast
QVKWA8s1nKky,34,M,65000,South
20N80SD7gAgA,63,F,44000,Midwest
F1q3koNMIDvu,65,M,110000,West
autOfLx0LyxE,61,F,81000,Midwest
igsfXeTr7yxY,19,M,47000,Midwest
OjFNBOXSuV2w,50,M,43000,Midwest
0U8FhYurq3uR,34,F,198000,West
kuzXprjAEnQh,19,F,30000,South
DxtquZR7Y7Ug,41,F,92000,Northeast
RpfSsFMQFfgJ,61,M,21000,South
WUFOBK47i4ws,55,F,18000,South
0LI2KKJ1llOB,33,M,15000,South
R139PLgzEWYL,39,F,90000,West
oYQYxabsK9yn,32,F,262000,South
IUXZIQanfvY6,38,M,19000,South
swtsbkRTN862,39,M,15000,South
6bXaradknhvY,63,F,1e+05,Midwest
E4oEi7H2tYKc,55,M,24000,West
XsNlNbLY8FZU,18,F,15000,South
XMzTYAtVV7xg,54,M,49000,Northeast
Wj8HuSh4YRI8,63,F,15000,South
eSZhfFjNoClk,51,M,28000,Midwest
a1vwwsH1X9Mi,30,M,82000,Northeast
fA7UewijCBLJ,18,F,74000,West
wuAg8sJohwp7,26,F,143000,West
VRqGl3EWu4EQ,62,F,1e+05,South
83bCZQlqrFnK,65,M,276000,Midwest
DMKkblEqdVTi,29,M,136000,West
7ckPqpgputCY,45,F,60000,South
U5ohRzss8T8X,27,F,41000,Northeast
Hjhf29F128yL,57,M,103000,South
AX5kAAbmCOyQ,28,M,19000,Northeast
YtCoK6X8B0Ps,31,M,38000,Northeast
nJ4AgcJ990Bc,48,F,29000,West
2fbq3GnIlEdZ,25,F,203000,Midwest
PKVgiyR83Afo,35,F,26000,South
44FVase7JJ5t,18,F,88000,West
RknscCpB6Qgi,53,F,47000,South
1wuZZPPAuBCb,65,M,21000,South
v1XSXQS6JKAB,20,F,45000,West
b8RIVFyUrced,31,F,97000,West
RaHKfo7Moz6a,63,F,22000,South
wgvMq5jbnUH0,59,F,97000,Midwest
nMkX6iIblDf8,58,F,159000,Midwest
3PVbzEf9DK1O,64,M,187000,South
0E7HjBMeRFtq,19,M,175000,West
DaOaQThboloN,45,F,32000,South
j3Rb2NmLflvf,22,M,15000,Midwest
povstsjiAAOs,36,M,38000,West
p6ws5zx9APup,41,F,64000,Midwest
salOzCYBIOLC,19,F,26000,Midwest
x4ZjfXGn8pNN,46,M,22000,West
SpB877n5K0a5,61,F,55000,West
z0pF0d7cQhfB,41,M,19000,Northeast
gaMbVv9lgtX6,64,F,92000,West
21yXBI0moqq5,27,M,24000,Northeast
fN1uA4U8oKGY,26,M,24000,Midwest
dhRUOxWwAGre,44,F,225000,West
q1hhk33Rp227,31,M,47000,South
Gp8I08d12qAX,42,F,30000,Northeast
fYSJyF70kf8o,62,F,30000,South
CmUrLIpa1r6z,37,M,30000,West
ZusbwEI64oqA,56,M,43000,Northeast
IBtCK1O7uVYr,29,F,77000,Northeast
7YE8bi9Rkd2Y,59,F,25000,Midwest
t63awYAhurws,21,M,22000,Midwest
39Kz4WEvyd87,20,M,15000,West
8JBYFPZdIism,30,M,27000,Midwest
1xoFq0cR0OpV,65,Other,110000,South
E6L2VLA9pMvQ,28,F,15000,West
U8WRBXfVF23n,56,M,67000,Midwest
W5v5Od2JfpYv,56,F,31000,West
zgBYKtkRJe1I,54,F,36000,Midwest
nDbeIgpZmXSE,57,F,73000,Northeast
L45aAVUtdbtR,55,F,15000,West
EXhnqJfcZjhh,35,F,68000,Northeast
FD7jYfsc4ZPM,24,F,244000,Northeast
Wo4SbXh7SmBm,28,F,24000,Midwest
jsLHRwqFjJ4C,52,F,42000,Midwest
D3oqUJhfOIBT,28,F,75000,West
RyDmFfZhdOky,37,M,2e+05,Northeast
ZZfYZJTnnfzu,31,F,43000,West
lNLeDdiv3Aiv,21,F,197000,South
K1TRTt3zOoYn,61,F,28000,Midwest
2fJl31gw4IXq,44,F,234000,West
hURAD5vYBx7M,21,F,23000,Northeast
IkInf7gDeG3g,37,F,77000,West
zwYCxmPZTibM,52,F,86000,West
NJ3CV68id4iU,49,F,60000,West
yFqC5OFDbgV1,22,M,15000,South
1ZfJX0T64I7y,28,F,17000,South
8vdyt1auKcvm,39,F,20000,Midwest
svd9qTa47cEC,54,M,51000,Northeast
7YDt1t6UoHc0,34,M,65000,Midwest
lUwDXk9LiQMi,29,F,27000,Northeast
JyQW156VFvqx,57,M,26000,Midwest
3u6Dv7fAhrwL,60,F,15000,Midwest
CiYQIR4ciXNO,51,F,23000,Midwest
iERoK2aa2TbU,44,M,68000,Midwest
Q2svFIe8Tfpu,24,M,24000,Midwest
wnbZYoCSMzi3,27,M,59000,Midwest
QQPa1RsLmF3Q,53,M,15000,West
sMSZryA1RbIq,27,F,65000,West
OeRlvxkxmZ8w,46,M,75000,West
6KZjUA72aujM,46,F,253000,South
IfmCJkPh7DCd,60,M,123000,South
wdZNKWaj5Zm8,19,M,39000,Midwest
ulWSj00eioPx,50,F,33000,South
izlObj4bHGmo,24,M,140000,Midwest
KeJilMdKkwgx,65,F,15000,South
kbxstJwKcLXw,41,M,139000,Northeast
7LZ7XZh9xHSr,57,F,55000,South
frSgWwnLK6bZ,25,F,73000,Northeast
bj2c2TIGhwOO,31,F,15000,South
gDuYf91jS2QH,36,F,69000,West
UiqbOtfjD3dn,20,F,87000,Midwest
HKdfmeHvGv0r,43,F,99000,Northeast
0aWnXGIjmv83,41,F,42000,Northeast
Rcho4ILPLsYB,26,F,19000,Midwest
2twPGvKKU5Xc,19,F,18000,Midwest
3Nmjqtxeh6Bw,47,M,37000,South
uFLWoGlbuwjf,41,F,24000,Midwest
ztsUGCRy8noJ,40,M,15000,South
1fODW1KoOYiN,65,M,43000,Northeast
9A3cbTRNN3rL,60,M,94000,West
RlCsZIEdAFkR,62,M,187000,Northeast
s2AZxTfMSJX9,25,F,151000,South
oG3ThpxQr2MZ,26,F,20000,South
aTRdFjMsdTxV,36,M,15000,Midwest
Uvp5ZKrkAPJR,54,F,26000,Northeast
tXNjCNBeE3rB,37,F,15000,Northeast
TwSsqRnoYcVj,32,M,85000,Northeast
XVcOm8SwhcBo,53,M,34000,West
r3ttq7Mo4qgF,64,M,58000,Midwest
x8SmjIFslLpk,45,M,15000,South
kaetUfYo6CRS,32,F,34000,South
bDgSQXa0XRwJ,24,F,37000,Northeast
8YQhGfz3gZnM,52,F,52000,Midwest
AuGned5Ic1ok,42,M,81000,South
iwgq0ntgTxzw,41,F,54000,Northeast
cv0mxmDLYXKi,59,F,59000,Midwest
ehygj71NovjU,52,F,25000,Midwest
6nV3ABpKthjx,31,F,61000,Midwest
lsZq0E5zkuTk,26,M,15000,Midwest
M5LZUO8eOuUI,49,M,164000,West
Or6UZotEDhTw,64,M,48000,Midwest
dbFwsBvV0Moa,29,M,57000,South
CTR84028wtj2,27,M,17000,Midwest
vJDS7QeDI9Ai,37,M,38000,Midwest
9ySMKwi5KSX8,52,M,48000,Northeast
VodoSqERRPkV,49,F,15000,West
vENkMp2YfoRS,54,F,28000,South
r1UWUDxV5hJF,31,F,21000,West
tnXde2FCqV7C,52,M,75000,Midwest
55r02VfOwI8V,39,F,121000,Northeast
HUdBdIdlcEMm,30,M,19000,West
pVW2lzCCAvDA,19,M,89000,Northeast
Pjb72rgf63Hx,25,F,61000,West
QlzB7P87KuIL,58,M,31000,Northeast
hxxLcSqPFT8B,65,M,75000,West
ExC4i84Fq0fT,61,M,23000,Midwest
DzF0aSMuClH5,38,F,56000,South
KQUzJyFPOxhf,53,M,34000,Midwest
ohqfqZFrx6KZ,30,M,15000,Midwest
0ZuI9nH5EBEo,50,F,53000,West
K6DgEOPFH3Ba,35,F,70000,South
1uvlQdc5OuYA,21,M,15000,Midwest
my71JV32q1th,38,F,175000,Northeast
qemZPWXTINGF,32,F,37000,Northeast
jNWJ1lWJbouP,56,F,46000,South
WwUG5Td7NWpX,25,F,198000,Midwest
28Q93ShqkjCm,25,M,35000,Midwest
z9BA6rXsuBO6,30,M,68000,Midwest
RcZxBDFZuRW9,19,F,105000,South
0NkDxGmMF9uV,33,F,114000,Midwest
XQh5uBEkwWA8,31,F,138000,South
VfJSYPD1vcS4,42,M,24000,Midwest
QKcUM4ZKIYdg,23,F,30000,South
JZmpXOEx76PH,52,F,30000,West
U9lzCKCl4FGS,60,F,125000,Northeast
EGaC36ViLm2z,32,M,59000,West
sM3BPetftoFu,33,F,15000,South
ZxF5mbzkFD5b,32,F,15000,South
bOyf0fz2t3FH,36,F,193000,Northeast
3B3IlseKIOvZ,30,M,71000,West
PvMhWcduaSIe,51,F,15000,South
39pv8d3qy4F7,30,F,130000,West
XVich6w9At96,36,M,44000,West
QlVxOWxGePEW,41,M,35000,West
hSEz0lM1ATei,61,M,52000,Midwest
D81rvzndrrFU,33,M,110000,Northeast
srxuoS8bpSe1,65,F,26000,South
k8RgCFUe37Iw,41,F,61000,South
EQBsNFAyRuzr,65,M,15000,South
w01mlyyIwRha,64,F,24000,South
xb9eRt0qrwlO,35,F,101000,South
vtWQnb475WlV,25,F,59000,West
2JIF1S7WNgIU,30,M,15000,Midwest
vJeeeqUmui4N,60,M,237000,West
5m79Fc1RPLK2,33,F,24000,Midwest
WNQ2NxgQOXsy,48,F,36000,Midwest
nd5N7L8Q1shr,24,M,32000,Northeast
41uXqY3LIjwM,19,M,73000,Northeast
Q9RbAq9yp6FI,22,M,69000,South
rFqXJffqmQoI,64,M,53000,West
65bssIoRIzjN,40,F,70000,Northeast
dsRjOmgQ2aIv,28,F,25000,West
yjKSnZ7CpBbX,42,F,15000,South
U85VOzWwVwzz,33,F,91000,West
Sa5YawxaH8lz,25,M,15000,South
M56IVHjBmeJp,51,F,23000,West
IaWdMK6f9aB1,58,M,15000,Midwest
CSrOFC5hrIgC,24,F,88000,South
d0CYFhNJhHgV,25,F,49000,South
jRg8Q041NGzN,41,F,86000,West
rxuEi55hA600,45,M,35000,South
OvvnEJg8xfiJ,18,M,133000,Northeast
as9S1h7YQhNt,46,F,20000,West
WV1q7gnUA8uG,32,M,18000,South
MwZRpe6GPOfh,52,M,33000,Midwest
pb015CWAmqB3,40,F,29000,Midwest
gN3FFDQ6j1XG,21,F,88000,Northeast
wcux5uPKbXdn,34,M,16000,West
oUgsmK6EMgLo,48,M,77000,Northeast
XLUnw4tR6Nqk,43,F,177000,Northeast
vuvK0idcTlnn,34,M,32000,West
CjHSqwlCzpsq,58,M,26000,Northeast
TaIaul2rDgjA,39,F,26000,Northeast
